prod|title|author|date|review_format|stars|comments|review_ids|link_id|n_helpful
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great buy !
            "|Dyjah|October 30, 2019|Verified Purchase|5|"My twin niece and nephew absolutely love their play mat !
            "|R24ILQDKLKF5O1|AGW3773TFYWHQ66MG2VLIQEITIRA|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Not as useful as I thought it would be
            "|bhadras|July 11, 2019|Verified Purchase|3|"My boy used this maybe for 2 months. He got bored and every time I tried to put him in the gym, he would start crying. Was not worth the $140.
            "|R2IRLEH9CWCF3A|AH4DNCO4AL5DZ4ENXGH7IURGIYFA|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Watch out!
            "|Nota Realname|July 3, 2018|Verified Purchase|1|"We must have gotten a return. Pieces are missing :(
            "|R3GSPSGJ1KC6G3|AGG2NWXXCY5V3TUI3HHKTKFM72CA|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"5/5
            "|Amazon Customer|June 13, 2019|Verified Purchase|5|"Love it! So does my baby
            "|R272WZAXVFGWG0|AHEJHDKOMRBF4PCGHKX2EMFTE3PQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Missing piece, great gym
            "|Johanna|April 13, 2019|Verified Purchase|5|"Gym is amazing, I took the ball and put it on top of the bassinet, she loves it! But the green theether is missing. I would love to contact the seller with this complain. I looked everywhere when I bought it but it is wasn’t  in the box
            "|R356H0SHXLXRXE|AFEL5IRCLIYBIPXW4KPONI2ZCDIQ|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love it!
            "|N. Pointer|July 8, 2019|Verified Purchase|5|"Love the colors and differentiated sections for sensory/noises. Easy to assemble, any age enjoys it!
            "|R3EGRU1P9I9RA9|AGCSN2YB6EVDMSROVVULDAJ4QWOA|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Overpriced item
            "|Amazon Customer|May 10, 2019|Verified Purchase|2|"Overpriced. Not really worth the money. An item half the price does the same.
            "|RSYXWG661N22A|AHQ5IKCUPJNGYELVEIHPHPVFF2BQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Would buy again!
            "|Ashley|December 15, 2019|Verified Purchase|5|"I love all the different “stations” my baby is 3 months old and loves it!
            "|RMW5OEHKI8HQK|AGFLNUMRRYL7R77AOMHUFD3SYQUA|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love!
            "|Priscilla Butter|December 10, 2019|Verified Purchase|5|"Love everything about it - so does my baby!
            "|R191AVZLVEZXT5|AGKWHF32OY3XL2XX6FT7JUTDGPDA|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Not as good as expected
            "|DAN GUO|December 13, 2019|Verified Purchase|3|"Why the one I bought only has 2 picture frames, pictures from other consumers showing there should be 4 of them. It is so strange and there is no explanation.
            "|R33PJIZ40N7KHL|AHENSK55Y73GUHFP3SPNI2B3XW2A|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Good quality
            "|Veronika|October 15, 2019|Verified Purchase|5|"Good quality
            "|R3GGQZDXA80TPM|AFTTFIPAD3NH62MSKFE6FUNGQONA|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Best play mat!
            "|Steven a warner|December 15, 2019|Verified Purchase|5|"My baby LOVES playing on this playmat! I love that it is developmentally appropriate and engaging through all stages of infancy! Also, being able to throw it in the washing machine is a huge plus! I recommend this mat to everyone!
            "|R3QM3T0CJEOB26|AE2X5VU2ITSHUMHM23PYP6MC67BQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Educational & fun for babies
            "|Martha Lavender|August 17, 2019|Verified Purchase|5|"Gave as a gift and the baby loves it!
            "|R2FC34RGSALST9|AFRZL5LYZYPDRE6CO6CCNFENKCRQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great product, good quality, our baby loves it!!!
            "|Amazon Customer|June 4, 2019|Verified Purchase|5|"Our son loves this product!!! We even got you bi-monthly boxes.
            "|RLWXLUHS4JSVJ|AHW6V2724DJVT2LZN7LAJ75SDRTA|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Excellent play center for new Baby
            "|Nicholas J Franceski|November 13, 2019|Verified Purchase|5|"Very easy to assemble. Solid build. Baby seems to like it so far...
            "|R1DHHRHNOLNAJK|AHJ2FRGLSK3PMUI5YOBDMIPQOCZQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Keeps babies engaged.
            "|Kathleen R. Kennedy|February 18, 2019|Verified Purchase|5|"Great activities for babies.  Can be used many ways!
            "|RFXKF4ZM31VJ8|AFT7WQSMHCF56Q2ULEM2KZJDU4IQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great learning toy  but a little too large, hard to store
            "|hello_there|July 18, 2018|Verified Purchase|4|"This is my second gym and I gave away my first and thought I’d try a new one for my second kid. This baby gym is beautifully done and well made but my fav part is that it comes with a deck of cards that help you use it to your baby’s learning advantage.  It’s neutral but suprisingly colorful inside. I do wish it was smaller because it takes up a lot of space and not that easy to break down and store.  It does not store flat without taking it completely apart. Also there’s no storage place for the extra cards, book, and tent so I’m trying to not lose it. The hanging wood toy is a little large daughter knocked her head on it a few times I had to remove it and just use it without it hanging. I love the design nothing like it it there.
            "|R1PPVT4LTKUONV|AFMZDX2LATEIRRKOY2EKQHUYKUZQ|3
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Best play gym
            "|Amazon Customer|December 11, 2019|Verified Purchase|5|"Wonderful play gym for baby!
            "|R30RABNFYRS15L|AGQXJGCTBJNB7DNVW62T7ZXHBDWQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great Design
            "|Amazon Customer|August 23, 2019|Verified Purchase|4|"Great product. Baby loves it. Great that it comes with suggestions per age group. A bit pricey but so far worth it.
            "|R1X69HCY5S7H56|AHE7RZXMRUBA3TAI5V7YE75TLDYQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Seller was not honest with the items condition
            "|,Mae|September 20, 2018|Verified Purchase|2|"I was so excited about this play mat! Then I got the item and it’s missong pieces and it’s clearly been used. I purchased the item with the understanding that even though the box was damaged everything else had never been used. After opening and setting up the play mat it’s weinkled, the seems are coming apart with the hanging toys and we’re missing the cover and the teething ring. I’m very disappointed!
            "|R1EAPYYZW2QCX8|AGGJEPGPLRGD3BXD6RVOULQTR2YQ|4
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Esoectacular
            "|María Teresa|December 2, 2019|Verified Purchase|5|"Espectacular
            "|R24T3EB2RYABJ0|AGJJBOUMDM4F6UOW3ZPHPAEEFTMA|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Best Activity Gym and Aesthetic
            "|Hannah|December 4, 2019|Verified Purchase|5|"Love it and glad I can use it for a long time and just turn it into a tent when we’re done! It makes sense!
            "|RZUD0STS4APW3|AEWKZJVHZRDWCEND2FROYFP4K5XQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great purchase
            "|Adriena Hawley|October 29, 2019|Verified Purchase|5|"It’s white, babies are quick to get dirty wish they had more color options.
            "|R1JDFSYMSYVYVN|AGSSAMJV4SVECZLCNEWE2FICMBIQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Nice to look at
            "|Dezaray|April 21, 2019|Verified Purchase|3|"Nicely Made but pretty basic in entertaining baby especially for the price
            "|R20H83NCNYTQJY|AF55UAJTZ7CEMXC77DVNFMWNV7OA|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love this, a must buy
            "|Mark Brackstone|July 22, 2019|Verified Purchase|5|"Love love love
            "|R2W0TNJ7TC2WU1|AHFWZA7RCTBG56D6Z7ERYE6E7IZA|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Good quality
            "|julie|March 30, 2019|Verified Purchase|4|"One of the squeakers doesn’t work, everything else works fine
            "|R1SOVT95SKB8AC|AFY223VPEFKMQOE3DEIWWXQJ2VTQ|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love it
            "|dominique king|August 14, 2019|Verified Purchase|4|"Love it! So happy we bought this.
            "|R1CO5WK713KBUZ|AGLOVZZJQX4ML2CA7VJJIBF22MKA|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Baby loves it
            "|Amazon Customer|December 14, 2019|Verified Purchase|5|"Baby loves it !
            "|R3LYYOYU59TS0Y|AE5AMUFCAQOP3KDN33RDH5CGRH2A|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Too expensive for what it is
            "|Brittany Wood|June 26, 2018|Verified Purchase|2|"For the money, I thought this gym would be a lot more than what it was. My two year old was way too big for the tent part, which is why I bought it. We have a seven week old and a two year old and I thought they could both enjoy it. I was wrong. It is definitely for a baby. Night grown with baby up to one years old, but after that, it is much too small. If you have y’all children, you won’t get that much time.It is a very pretty gym, and the simplicity is great. However, it is not worth the price. Skip Hop has the silver lining activity gym which is similar for less than half the cost. Print out some picture cards for baby and there you go! I like the idea of this gym, but the price needs to go down to make it five star worthy!
            "|R3EQ8WEZ5PSAZH|AFA7H4XC5AEMBWRWLNEQWQ7SAFFQ|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"It's been a nice little placemat for our baby - but all the ...
            "|Emma-Lily Schmitz|June 21, 2018|Verified Purchase|4|"It's been a nice little placemat for our baby - but all the extra ""developmental"" stuff really was just extra 'fluff'.  For the price, I can't say I'd recommend it to anyone.  There are far cheaper options that are just as good, and simple toys and/or just playing with your child will accomplish the same things (probably better actually).  Judging the product just on what it is though; it's sturdy and well built.  The books it comes with are nice, and it looks pretty on the floor, even when no one is using it.  So product wise, it's a 4-star in my book.Again though, the pitch on this is for the ""5 developmental zones"" - but our experience is that it was almost never used for this purpose.  Everyone's kid is different of course, but our baby wasn't interested in anything this play gym has to offer, and just wants to look/talk/play with us or his toys.  Will likely end up giving this away, and never missing it.
            "|R2XRZILTEHPJ7T|AFPOBFSEBYHTB62VUJMXS7XMNRGA|4
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"It has a nice size, not big
            "|Avatar|March 16, 2018|Verified Purchase|4|"Very easy to install with two basic steps. Mat is thin for use on hardwood floor, but baby doesn’t seem to mind it. I expected more options, but I am a new mom so will see how it does as time goes on. The fold for Sounds has only a couple of sounds: two squicky hidden balls that sound the same and the crinkle sound of the fabric. The fold for How Things Feel have some fabrics in different cute shapes, but that feel about the same to the touch, which that may be the intention to feel the shapes. The fold for Hiding Objects has a relaxing green pattern and small pockets to hide tiny things.It has a nice size, not big. I like the overall look, colors, and the idea of organic fabric and wooden frame instead of plastic (By the way, it is not solid wood. It is engineered wood. It’s not a bad thing, just know the difference)I hope we get more use out of it as my baby gets older.
            "|R38BYVE254KGR|AG2266IZRQ5TFKWMA3FGFRWPEKXQ|3
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"It's nice and not over stimulating like most other play gyms
            "|Liliya |August 4, 2018|Verified Purchase|3|"It's nice and not over stimulating like most other play gyms.However, it is really overpriced!It suppose to be useful for a baby for the first year of life, yet it seems too limited.
            "|R36B8JTCB4XX5Y|AF5Y2N6WVB7IAXTKM75JFBIKOYAQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Loveverything about it!
            "|Julia|September 19, 2018||5|"We couldn’t be happier with our Play Gym! Our three-month-old is very engaged with all of the accessories and is using them to grasp, pull and roll over with gusto. It’s our go-to spot for tummy time. We’re almost to the “putting everything in our mouth” phase so I love that all of the teething toys are organic and sustainable. The quality of all of the materials is top-notch and the mat has held up well to a couple of trips through the washer (thanks to some exploding diapers.)Even though this is baby number two we refer to the play guide all the time. I wish that we had this for our first son! The one that we had for him was an eyesore with over-stimulating noises and lights. As a bonus to all of the thoughtful developmental features, it’s the one baby thing that actually looks great sitting around the house. The design is modern and we’re totally happy to see it sitting out in the living room. (We’re graphic designers and this passes the test.) It'll definitely be on the top of my list for future baby shower gifts.Can’t say enough good things about it; we LOVE it!
            "|R2N4P7M2D4U84B|AH7JDNVC5OECEAO7MNQXQFJRMTCQ|15
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Came Scuffed, but good customer service
            "|Tonilyn|December 22, 2017|Verified Purchase|4|"*Another Update: I recieved a replacement gym, but the white part was scuffed again. This time the toys were already attached to the gym instead of loosely in the package. They did not add in a plastic teether ring this time. No wooden teether ring, just the silicone ring. The wood on the rattle was quite lighter than the original one I got. I am really grateful that they were kind enough to send me a replacement but some of my original concerns hold true...for some reason their products are getting scuffed up. I highly advise they change apart of their production process to change that.*Update: they contacted me immediately. They seem to have amazing customer service. I am very impressed with the politeness and speed of help I recieved.Overall seems to be good quality fabrics, but there were a few things that bothered me. In my opinion, this is an expensive play mat, and so I expected the best possible product. For the most part, the products seem high quality, but some parts of my order bothered me...and if you're a perfectionist, they might bother you too. The white piece that connects the wood on top came scratch and dirty, like it had been gliding across a garage floor or something. That was the first disappointment due to the fact that it was the first thing you see when you look down at the play mat. The teether that came with the set was just a cheap hunk of plastic...I purchased this based on the fact that it was mostly made of natural materials and was advertised that all the toys were plastic free. On the picture inside it shows a wooden teether. Instead I received a white plastic teether ring and a ""free gift"" of 2 silicone teether rings. I was really disappointed with that. The montessori ball is firm and made of nice fabric, but there were tons of threads sticking out. The toy with the bell had many scuffs and stains on the white parts as well. The actual mat seems high quality, but the accessories seemed average quality and poorly taken care of through production.
            "|R3KYSDOGFLUM7T|AFDJ6VHB3XI74IJUSIJ46MS3SRZQ|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Your child's brain development will chart their future.....Lovevery is the partner you need
            "|bryson powell|October 7, 2018||5|"I have 5 grandchildren, and my daughters-in-law have said that this play gym is SO well-designed to stimulate the growing minds of their kids.  What could be more important?  This company, Lovevery, will be a great ""companion"" for parents helping them navigate through the myriad of toys to find the products that actually help young minds grow and expand.  Everything they make is purposeful and carefully researched; I trust their mission.  Franny Powell
            "|R3Q0RNJOA2UGZU|AGSPN4SHVGVDK2VGTRK2DDZKXKMA|15
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"cute play mat with Scandinavian-like design
            "|Jigesh Y Baxi|November 8, 2018||5|"my 2.5 month old loves it, however, i only wish i could hang more toys to help stimulate his interest a little more.
            "|R2KNFDHQVS9RH0|AH2NL4FIHD56DIZQCN7GQ7UYIOHQ|17
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Nice materials but not worth the splurge.
            "|Kanne|August 21, 2018|Verified Purchase|3|"It’s nicely designed and the materials are high quality. But, it’s not some magical space for baby. It’s pretty on par with the basic fisher price (or ikea!) ones that sell for much less. I like it well enough to keep it but it’s definitely not worth the splurge unless the look in your space is a major concern
            "|R2E65NOLLCMBYS|AEUPHFTK7RIQWJLYMXPEPBBDT5FQ|2
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"This play gym is beautiful but so boring
            "|Susan|June 6, 2018|Verified Purchase|4|"This play gym is beautiful but so boring. I bought it for me. I ended up switching it for something way more colorful and interesting that my baby actually enjoys and not just something I enjoy.
            "|RZJ5JVRS4MU7X|AFHGIQJGSNH5TIL3UUYPU5PCYBBQ|3
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Excellent learning and entertainment, but flawed
            "|Amie|February 21, 2018|Verified Purchase|3|"Our 5 month old loves this. A lot of thought went into the design of this product, but I think we received one with a few flaws that didnt get a quality check before being sent out. The stitching along on side is very rough and then a couple of the body card seem to have some ink lines on them. I plan to Lovevery...
            "|R2JA85C92KRWO3|AEIG2SARJBUBBZBHXW6OESZKV34Q|2
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"My daughter LOVES this playmat
            "|TenG|October 1, 2018||5|"My baby laughs with utter glee at the rattle, the high contrast ball, the crinkly paper, and the black and white cards. She can just stare at all of them and be completely fascinated. Add to that the fact that it’s lovely to look at and doesn’t look like a toy store threw up in my living room!
            "|R1EN60O3TEJJ5R|AEGLF2P3RCXXCURGAXNS2P5L2QHQ|15
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Total disappointment.
            "|eMwiz|August 26, 2018|Verified Purchase|3|"Too small. Material is of interior quality. I would never recommend this to anyone, not even if it was more reasonably priced. At this price point, it's a total ripoff.
            "|R34N6DD7MUFE0Z|AGDUK5OFAMG2QMTAX2MKGU2ZCV4Q|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great for adults taste
            "|Cleo-19|July 30, 2018|Verified Purchase|1|"This is a great product and design for adults taste, my son’s cousin had the skip hop explore gym andIt catched my son’s attention immediately he started playing with it within seconds as for the Lovevery he will observe but that’s about it.
            "|RPKHW3SYNFR2X|AGAJZFX2IE6TMP2YHPQ7DBJUIMWA|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|") i love the flap design- it can be used simply
            "|ginny branch|December 26, 2017||5|"i have been waiting to give this to infant for christmas and it was totally a hit :) i love the flap design- it can be used simply, revealing one flap at a time that aligns with your child's stage in development or go wild and open them all at once. personally, my almost 3 month old is only showing an interest in high contrast imagery, batting/grasping, mirrors, and flipping over at the moment so we just work with that for now. but it is such a smart design and every detail has been highly researched by a variety of experts. i personally get anxiety over toys with too many bells and whistles and ones that overstimulate or don't engage in thoughtful/problem-solving play at this age. i am uninterested in amassing a ton of toys that ""entertain"" or do the ""playing"" for the child. AND it is so pretty and easy to assemble/disassemble if you wanted to take it on a road trip or to grandparents house :) my baby is a big spit-upper so i foresee a lot of spot-cleaning in my future but i think it is machine-washable? i'm not sure if i would for fear of making it get raggedy, but maybe i'm just being a nervous nelly :) i wish i could have registered for this!!!
            "|R2SHT2FZ493LB3|AGD4TQQC3E3WC44PZND4VLGY5GMA|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great play gym
            "|M Tanner|November 20, 2017||5|"This is a great play gym. We got it for our daughter who is expecting soon - but it looked so good my wife and I had to set it up first to check it out. Setup was simple. I wish we had something his nice for my kids when they were young. The 5 stations are great ways for any baby to engage the world around them with sounds, colors, textures and so on. I also like that there are other activities for the baby as they grow; the hanging toys and the interchangeable cards. Very excited to give this to my daughter and I am sure she and her baby will love it. Nice and sturdy too - I feel like this is very worth the cost. My wife wondered about cleanup and we found in the instructions that yes, this can easily be washed to take care of any spills or mishaps. Overall we are very pleased with such a nice product.
            "|R1505WJ537OESP|AEDCG5Z3F2YF6P4UF6UZFN3XDBZQ|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Amazing product, even better customer service
            "|Kaitlin K.|August 10, 2018||5|"This is actually the first amazon review I’ve ever written. I felt compelled to share how much we love their product but even more so about how great their customer service is. When we received our playgym, there were a few faint stains on parts of the fabric. It really wasn’t much of a big deal, but I emailed the company with a few photos just to ask them if they knew what it might be so I could try to get them out. They emailed me back saying that was not acceptable and were immediately sending me another mat and an additional set of black and white cards. They did not ask to send back the first mat, but instead I could do with it what I wish, perhaps donating it to another baby. So their customer service is top notch, but the gym is also amazing! My 6 week old is having quite a fun time looking at the black and white cards and kicking the rattle with her feet. I know this gym is not cheap and it was an investment for us, but the quality is very high and it truly does grow with your baby. I for one have been trying to limit our plastic intake and the world is chock full of plastic baby crap. This product is quite refreshing.
            "|RWOJU5XKFQG4N|AFTRKL3PQDP3BNEWZWMV56IQIVOQ|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"A little less impressed.
            "|Katherine|December 22, 2017|Verified Purchase|3|"Fabric looks great and feels like quality material.  Per product insert, I used the delicate/gentle cycle with cold water in the washing machine to clean; then air dry.  Ended up with frayed seams on both the play mat and teether. I'm a little bummed this wasn't manufactured better to be able to withstand washing, considering this is a product intended for babies.
            "|RT8NQZXT3N4LG|AHJZIPC2JJ3JUXJ3M7NPQYF22YMQ|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Lovevery Baby Gym Activities Encourage Development
            "|ChicagoMom|July 15, 2018||5|"I cannot say enough good things about this play mat and gym. It is a joy to watch my three-month old lie on the mat and bat at the hanging toys. He especially likes the wooden toy with a bell, as it gives him feedback every time he hits it. He also spends tummy time with his head up looking at the black and white designs in the Learn to Focus zone, and has recently begun to look at himself in the mirror.The play mat makes a crunchy sound and squeeks when he kicks the Making Sounds zone. He smiles and kicks harder.The play mat itself is easy to care for. When it gets dirty, I wash it in cold water and hang it to dry overnight, and it comes out looking like new.The play gym is solid wood and was easy to assemble. I watched the assembly video on the Lovevery website, and it took less than 15 minutes to put together. It feels solid and substantial, and I have no concerns about it tipping or falling on the baby.This is a great item to put on your baby registry. I wish that I had it in the first month for tummy time. I can see that the activities are really making a difference in his development!
            "|R3B9ACES8UF17Y|AHFMXGUIFRVZ3SET6N3SLJT5XDSQ|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"A beautiful, well thought out playmat!
            "|Karen S 2017|November 22, 2017||5|"We just received our play gym yesterday and so far my 3 month old daughter seems to enjoy it. She enjoys hitting the bell toy that make noise and and likes rolling around on the large soft surface the play gym is beautiful and fits in aesthetically in my house as opposed to her previous play gym which had bright obnoxious colors. I don’t personally care for the bright colored child products so I am happy with the appearance of this play gym. The mat is great for tummy time, especially with the mirror cards, although they distort the reflection. The cards are easy to insert and my only suggestion on the cards is that the paper seems rather thin, so I’m not sure how they will hold up if my little one tries to grab at them while we are having learning time with them. It would be nice if they were laminated because you know how easy it is for baby products to get dirty with a little one around. I like the way the toys are made and they seem sturdy and durable. Everything about the mat seems to be well crafted and well thought out.It would be nice if you had information on your website about the country of origin because that was one thing of surprise to me. I guess for the price I was expecting a country other than China as the manufacturer, and think it may be valuable to have information on sourcing of labor for consumers.All in all, I am pleased with the purchase and look forward to seeing my little one grow and learn on it. I look forward to seeing what other products you develop!
            "|R3FBNIVJZMKQIQ|AGZB54ZM6RRMLG2QM2PMCB53MBTA|13
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Stylish, comfortable, and interactive!
            "|Amazon Customer|February 23, 2018||5|"I am so happy I ordered this play gym for my newborn!  Installation was so easy!  It only took a few minutes to have it set up.  My baby is two months so we just started using “learn to focus.” The fabric is soft and comfy.  It is pricey compared to others playmats/play gyms, but it is worth the investment!
            "|R21MR03PI45N78|AHMR4ND5R7FI6LVWNQCAGYWEWCIA|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Fairly limited for my not yet 3 mo old. ...
            "|ALass|February 7, 2018|Verified Purchase|2|"Fairly limited for my not yet 3 mo old. 1/ 2 balls that is supposed to beep/ honk doesn't work/ never worked. For this price everything should be guaranteed. The product says washable but it's not- and dirties quickly. Not worth the price, and it does have a toxic odor to it even though it's supposed to be organic.
            "|R3AVPMKTWR5XPA|AFGM37NEDPYVFT2ZZDC46XCWFMJA|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"What an incredible and smart baby gym!
            "|Kayla Murray|August 9, 2018||5|"While a bit pricey, you'll realise as soon as you pull it out of the packaging that it was so worth it. It is well thought out and the design is gorgeous. The structure is fantastic and sturdy sure to last a very long time. I love that it is not just for a baby that it will grow as my baby grows and she'll play in the tent as a toddler. This is the perfect play gym. My baby particularly loves the silicon rings and the crinkles as well as the ball. I love that you can even take the extras off the bars and add something of your own if you want. Washing is easy and hasn't had any effect on the product. I recently contacted customer service to replace a lost silicon ring and they were fantastic and responsive. I can't wait to try out one of the kits and see what kind of products this company comes out with next. You can tell that they really care about their products and customers. Highly recommend!!!
            "|RC0ALV1EVX5SV|AEAGZFO3JA562I25PIWWYKNA7POA|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Lovevery came out at the perfect time - Graham (my 2nd) LOVES IT
            "|Christine|February 12, 2018||5|"With my second baby I wanted to get more out of a play mat - focus on growth and triggering different learning milestones. Lovevery came out at the perfect time - Graham (my 2nd) LOVES IT! They sent me some toy extenders that are great to push them down a bit further in arms reach. Just great - the perfect mind moving mat! Each section has a different teaching goal - amazing!
            "|R5P1CK5MWCZQA|AE63MXHJU7FTJHBKR24EDNF4CG4Q|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"... gym from my baby registry and cannot say enough great things about the product and the company
            "|Courtney J Bolduc|January 20, 2018||5|"Just received this play gym from my baby registry and cannot say enough great things about the product and the company. The quality is beautiful. I’m very excited to be giving the right amount of developmental stimulation to my baby based on research and age based milestones. My set did come without the teething ring. However, when I contacted the company I got a quick response from the co-founder/CEO that was beyond thoughtful and congratulatory regarding my new baby. Not only was her correspondence speedy, but she made sure I would get the missing piece immediately and that I wasn’t missing anything else. I feel extremely confident in this company and the product thus far.
            "|R3VBC4VX66EFGB|AG66PPVV6LD3L2VJ7ULAGHU7ZLFQ|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Beautiful thoughtful play center that grows with baby
            "|LMM|March 11, 2018||5|"I was so happy to receive The Play Gym as a gift. It is truly beautiful and as thoughtful as baby gear gets. The gym has a variety of features that will keep baby entertained throughout a variety of stages. As a newborn, its calm colors were not too overstimulating, and the black and white cards and mirror cards quickly got baby's attention. As she learned to use her hands, she fell in love with the jingle bell. We have also hung other toys from the gym easily. Our baby struggles a lot with tummy time but the colors and activities on the mat do get and keep her attention. I'm super excited for our baby to continue to discover the many cute and fun features of this gym. And I can't wait to one day see her playing in it as a fort! All in all, it's been a favorite and is in use in our house daily. Would highly recommend.
            "|RKOIPZ6TOR5DX|AHUGFH5UXJKHRFA6AMXD32BABM6A|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Beautiful play mat!
            "|Cori|June 3, 2018||5|"I put this play gym on my registry hoping that someone would get this for us despite it being More expensive than most play mats.  Luckily we did receive it and I think it is worth the money.  My daughter is only three weeks old but we already use it everyday. I love that it comes with milestone cards. It’s also beautiful and durable.  I would recommend this to anyone looking for a high quality play mat.
            "|R2E5HBEDAEWB3M|AGXLKCO5RURR5I4MFQ4MFUR3YZYA|8
